video_id,user_unique_id,video_create_time,video_digg_count,video_share_count,video_comment_count,video_play_count,hashtags,used_proper_hastags,data_date,influencer,day_over_day_change
7195587217463528747,tytheproductguy,2023-02-02 15:53:36,13000,2069,61,181600,aitools;brancherai;gpt3;marketingtools,False,2023-03-18,,119200.0
7195213366439251243,tytheproductguy,2023-02-01 15:42:49,121,27,3,2812,marketingtips;businessideas;aitools;validatorai,False,2023-03-18,,-178788.0
7105056783282048302,tytheproductguy,2022-06-03 16:49:05,47,2,3,1606,startups;growthmarketing;newproductalert;producthunt,False,2023-03-18,,-1206.0
7209149696072289579,tytheproductguy,2023-03-11 05:02:58,279,57,8,5657,ai;aitools;artificialintelligence;sidehustleideas;durablepartner,True,2023-03-15,,4051.0
7207465158858313003,tytheproductguy,2023-03-06 16:06:18,792,150,1,12000,ai;aitools;artificialintelligence;TechTokTips,True,2023-03-15,,6343.0
7205983976115146027,tytheproductguy,2023-03-02 16:18:19,60,13,0,1907,ai;aitools;artificialintelligence;TechTokTips,True,2023-03-15,,-10093.0
7205617637227842858,tytheproductguy,2023-03-01 16:36:44,1647,334,6,40600,ai;aitools;artificialintelligence;TechTokTips,True,2023-03-15,,38693.0
7205264361785707822,tytheproductguy,2023-02-28 17:45:50,121,10,1,2539,ai;artificialintelligence;techtok;aitools,True,2023-03-15,,-38061.0
7203828682908011822,tytheproductguy,2023-02-24 20:54:38,1189,122,4,16400,ai;artificialintelligence;techtok;aitools,True,2023-03-15,,13861.0
7203370595675835694,tytheproductguy,2023-02-23 15:17:02,52,2,1,1821,ai;artificialintelligence;techtok;aitools,True,2023-03-15,,-14579.0
7203010610580229419,tytheproductguy,2023-02-22 16:00:07,37900,6094,154,701700,aitools;ai;artificialintelligence;techtok,True,2023-03-15,,699879.0
7202819217794534699,tytheproductguy,2023-02-22 03:37:23,43,2,0,1910,aitools;ai;artificialintelligence;techtok,True,2023-03-15,,-699790.0
7201158427794541867,tytheproductguy,2023-02-17 16:12:40,6457,1885,32,199700,artificialintelligence;aitools;ai;techtok,True,2023-03-15,,197790.0
7200831863479536942,tytheproductguy,2023-02-16 19:05:29,466,115,6,10100,artificialintelligence;aitools;ai;techtok,True,2023-03-15,,-189600.0
7200654261166918958,tytheproductguy,2023-02-16 07:36:18,165,15,1,3629,aitools;artificialintelligence;ai;logodesign,True,2023-03-15,,-6471.0
7199819871453056299,tytheproductguy,2023-02-14 01:38:25,31,0,0,1494,aitools;artificialintelligence;valentines,True,2023-03-15,,-2135.0
7199801547889560878,tytheproductguy,2023-02-14 00:27:24,5508,1676,46,135300,aitools;artificialintelligence;smallbiz;durablepartner;durableai,True,2023-03-15,,133806.0
7198575604206193963,tytheproductguy,2023-02-10 17:10:21,280,64,7,7145,aitools;ai;artificialintelligence;chatgpt;openai;producthunt,True,2023-03-15,,-128155.0
7198202542247939374,tytheproductguy,2023-02-09 17:02:35,221,21,5,3578,growthmentor;growthmentorpartner;marketingtips;growthmarketing;marketingadvice,True,2023-03-15,,-3567.0
7197813612423957803,tytheproductguy,2023-02-08 15:53:09,194,40,1,4994,aitools;wallartdecor;artificialintelligence;chatgpt;tytheproductguy,True,2023-03-15,,1416.0
7197442049334103342,tytheproductguy,2023-02-07 15:51:15,724,185,20,11300,aitools;atomichabits;navalravikant;konjerxyz;marketingtools,True,2023-03-15,,6306.0
7195956804201794862,tytheproductguy,2023-02-03 15:47:45,4106,499,62,61700,aitools;brancherai;gpt3;marketingtools;sidehustles,True,2023-03-15,,50400.0
7195587217463528747,tytheproductguy,2023-02-02 15:53:36,12900,2045,61,179300,aitools;brancherai;gpt3;marketingtools,True,2023-03-15,,117600.0
7195213366439251243,tytheproductguy,2023-02-01 15:42:49,119,26,3,2760,marketingtips;businessideas;aitools;validatorai,True,2023-03-15,,-176540.0
7105056783282048302,tytheproductguy,2022-06-03 16:49:05,47,2,3,1583,startups;growthmarketing;newproductalert;producthunt,True,2023-03-15,,-1177.0
